numero_processo;data_distribuicao;codarea_acao;data_atendimento;cod_cliente;cod_usuario;cod_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;objeto_acao;destino;codprognostico;codassunto;codlocaltramite;uf;codcomarca;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;data_transitojulgado;data_sentenca;data_execucao;migracao;cod_fase_processo;numero_pasta;numero_cnj;data_ultima_visualizacao
0012345-12.2024.1.12.0534;30/07/2019 00:00;Direito do Trabalho;;Fulano(a) 1350;301340;0;11802.46;;;14/08/2019 16:57;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamada;Justiça do Trabalho;Arquivado;14/08/2019 00:00;DEFESA EM AÇÃO TRABALHISTA;;;;;;1941.0;;09/01/2020 14:55
0012345-12.2024.1.12.0535;28/04/2016 00:00;Direito Previdenciário;;Fulano(a) 497;301340;0;60000.0;;;23/04/2015 15:34;Revisional de benefício Previdenciário;Arquivo Morto;Procedência Provável;Revisão pelo Teto;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;23/04/2015 00:00;;;;;;;699.0;;05/02/2021 09:29
0012345-12.2024.1.12.0536;23/08/2019 00:00;Direito Previdenciário;;Fulano(a) 356;301340;0;44625.01;;;07/02/2019 09:23;Cumprimento de sentença;Mesa Recepção;Procedência Parcial Provável;Cumprimento de sentença;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;;CUMPRIMENTO DE SENTENÇA - DATA DE IMPETRAÇÃO DO MS a DIA ANTERIOR A DIP;;;;;;1710.0;;23/08/2021 18:07
0012345-12.2024.1.12.0537;;Direito Previdenciário;;Fulano(a) 101;559945;0;0.0;;;07/02/2019 16:59;Agravo de Instrumento;Mesa Administração 02;Procedência Parcial Provável;;Turma - TRF1;DF;Brasília;Agravante;Justiça Federal;Instrução;;;;;;;;1717.0;;07/02/2022 15:11
0012345-12.2024.1.12.0538;18/09/2015 00:00;Direito Cível;;Fulano(a) 460;301340;0;15000.0;;;06/03/2015 11:22;Indenização;Mesa Administração 01;Procedência Provável;Indenização;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;06/03/2015 00:00;;;;;;;672.0;;13/05/2019 15:31
0012345-12.2024.1.12.0539;;;;Fulano(a) 1574;347394;0;0.0;;;06/04/2021 11:02;;;;;;UF;;;;;;;;;;;;2462.0;;06/04/2021 11:02
0012345-12.2024.1.12.0540;;Direito Cível;;Fulano(a) 708;559945;0;0.0;;;20/02/2018 14:27;;;;;;UF;;;;;;;;;;;;1400.0;;30/04/2019 09:53
0012345-12.2024.1.12.0541;10/06/2014 00:00;Direito do Trabalho;;Fulano(a) 1308;301340;0;0.0;;;13/05/2014 17:15;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;08/05/2014 00:00;;;;;;;489.0;;21/11/2019 14:52
0012345-12.2024.1.12.0542;;Direito Cível;;Fulano(a) 1281;559945;0;0.0;;;30/04/2019 13:39;Agravo em recurso especial;Mesa Administração 02;Procedência Parcial Provável;;Superior Tribunal de Justiça;DF;Brasília;Agravante;Justiça Estadual;Instrução;;;;;;;;1817.0;;03/05/2019 15:34
0012345-12.2024.1.12.0543;;Direito do Consumidor;;Fulano(a) 1160;301340;0;1212.0;;;02/12/2014 18:37;Declaratória de Inexistência de Débito;Arquivo Morto;Procedência Provável;Declaratória de Inexistência de Débito;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;08/08/2014 00:00;;;;;;;629.0;;06/05/2019 16:45
0012345-12.2024.1.12.0544;13/07/2020 00:00;Direito Cível;;Fulano(a) 1738;301340;0;10000.0;;;12/02/2020 10:49;Ação Indenizatória;Mesa Recepção;Procedência Parcial Provável;Indenização;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;12/02/2020 00:00;ATRASO DE VOO;;;;;;2121.0;;02/10/2020 10:50
0012345-12.2024.1.12.0545;16/03/2016 00:00;Direito Cível;;Fulano(a) 3;301340;0;1000.0;;;30/09/2014 17:25;Divórcio Litigioso;Mesa Administração 01;Procedência Provável;Divórcio Consensual;Vara da Família e Sucessões;MG;Ipatinga;Autor;Justiça Estadual;Instrução;30/09/2014 00:00;;;;;;;591.0;;24/06/2021 08:29
0012345-12.2024.1.12.0546;08/11/2013 00:00;Direito Cível;;Fulano(a) 1492;301340;0;100000.0;;;08/02/2014 14:54;FGTS 1999;;Indefinido;FGTS 1999;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;;08/11/2013 00:00;;;;;;;0.0;;05/05/2021 13:30
0012345-12.2024.1.12.0547;;;;Fulano(a) 1305;347394;0;0.0;;;02/05/2019 10:33;;;;;;UF;;;;;;;;;;;;1818.0;;02/05/2019 10:33
0012345-12.2024.1.12.0548;01/11/2017 00:00;Direito do Trabalho;;Fulano(a) 713;301340;0;100000.0;;;18/10/2017 16:40;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;18/10/2017 00:00;;;;;;;1318.0;;02/08/2019 15:40
0012345-12.2024.1.12.0549;15/05/2019 00:00;Direito do Trabalho;;Fulano(a) 973;301340;0;103125.74;;;19/03/2018 14:07;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;19/03/2018 00:00;TRABALHISTA VALE;;;;;;1426.0;;06/04/2020 09:53
0012345-12.2024.1.12.0550;;;;Fulano(a) 1614;347394;0;0.0;;;21/01/2021 17:28;;;;;;UF;;;;;;;;;;;;2387.0;;21/01/2021 17:28
0012345-12.2024.1.12.0551;;;;Fulano(a) 224;347394;0;0.0;;;18/03/2021 13:28;;;;;;UF;;;;;;;;;;;;2440.0;;18/03/2021 13:28
0012345-12.2024.1.12.0552;;;;Fulano(a) 13;301340;0;0.0;;;24/11/2021 18:35;;;;;;;;;Justiça do Trabalho;;24/11/2021 00:00;TRABALHISTA - ITAPEMIRIM;;;;;;2655.0;;09/02/2022 10:22
0012345-12.2024.1.12.0553;;;;Fulano(a) 851;347394;0;0.0;;;18/02/2021 10:18;;;;;;UF;;;;;;;;;;;;2406.0;;18/02/2021 10:18
0012345-12.2024.1.12.0554;26/08/2019 00:00;Direito do Trabalho;;Fulano(a) 1190;301340;0;2873767.92;;;07/02/2019 17:33;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;07/02/2019 00:00;TRABALHISTA USIMINAS - REINTEGRAÇÃO - VERBAS;;;;;;1718.0;;04/11/2020 10:05
0012345-12.2024.1.12.0555;;;;Fulano(a) 1409;347394;0;0.0;;;26/11/2019 16:16;;;;;;UF;;;;;;;;;;;;2082.0;;26/11/2019 16:16
0012345-12.2024.1.12.0556;;;;Fulano(a) 350;347394;0;0.0;;;03/05/2019 10:46;;;;;;UF;;;;;;;;;;;;1819.0;;03/05/2019 10:46
0012345-12.2024.1.12.0557;;;;Fulano(a) 1421;347394;0;0.0;;;01/11/2019 09:41;;;;;;UF;;;;;;;;;;;;2045.0;;01/11/2019 09:41
0012345-12.2024.1.12.0558;;;;Fulano(a) 1089;301340;0;0.0;;;19/01/2022 14:30;;;;;;;;;Justiça do Trabalho;;19/01/2022 00:00;VERBAS DIVERSAS;;;;;;2687.0;;10/02/2022 11:02
0012345-12.2024.1.12.0559;;;;Fulano(a) 1215;347394;0;0.0;;;23/08/2019 14:33;;;;;;UF;;;;;;;;;;;;1957.0;;23/08/2019 14:33
0012345-12.2024.1.12.0560;16/02/2018 00:00;Direito Cível;;Fulano(a) 1214;301340;0;5000.0;;;07/11/2017 12:03;Cobrança;Mesa Administração 01;Procedência Parcial Provável;Cobrança de FGTS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;07/11/2017 00:00;PLANO COLLOR;;;;;;1341.0;;26/10/2020 12:06
0012345-12.2024.1.12.0561;26/04/2016 00:00;Direito do Trabalho;;Fulano(a) 723;301340;0;103200.0;;;26/02/2016 11:50;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;04/06/2015 00:00;;;;;;;906.0;;18/11/2020 21:03
0012345-12.2024.1.12.0562;17/02/2012 00:00;Direito Previdenciário;;Fulano(a) 101;302720;0;1000.0;;;08/08/2012 16:00;Aposentadoria;;;Aposentadoria;2ª vara federal de Ipatinga;MG;Ipatinga;Autor;Justiça Federal;Conciliação;08/09/2011 00:00;;;;;;;55.0;;07/02/2022 15:10
0012345-12.2024.1.12.0563;;Direito Previdenciário;;Fulano(a) 101;559945;0;0.0;;;16/09/2019 17:21;RPV - Requisição de Pequeno Valor;Mesa Recepção;Procedência Parcial Provável;RPV - Requisição de Pequeno Valor;Tribunal Regional Federal;DF;Brasília;Requerente;Justiça Federal;Execução;;;;;;;;1987.0;;07/02/2022 15:09
0012345-12.2024.1.12.0564;11/03/2019 00:00;Direito Previdenciário;;Fulano(a) 1184;301340;0;108190.72;;;09/05/2018 16:31;Aposentadoria;;Procedência Parcial Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;09/05/2018 00:00;APOSENTADORIA ESPECIAL;;;;;;1465.0;;26/04/2021 09:35
0012345-12.2024.1.12.0565;06/10/2016 00:00;Direito do Trabalho;;Fulano(a) 718;301340;0;301815.0;;;22/07/2016 10:32;Reclamatória Trabalhista;Mesa Administração 01;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;22/07/2016 00:00;;;;;;;973.0;;11/01/2022 08:24
0012345-12.2024.1.12.0566;31/10/2017 00:00;Direito do Trabalho;;Fulano(a) 1003;301340;0;100000.0;;;10/10/2017 13:50;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;10/10/2017 00:00;TRABALHISTA USIMINAS;;;;;;1307.0;;07/02/2022 14:52
0012345-12.2024.1.12.0567;;;;Fulano(a) 1288;347394;0;0.0;;;17/05/2019 10:55;;;;;;UF;;;;;;;;;;;;1837.0;;17/05/2019 10:55
0012345-12.2024.1.12.0568;;;;Fulano(a) 461;347394;0;0.0;;;24/06/2020 09:37;;;;;;UF;;;;;;;;;;;;2237.0;;24/06/2020 09:37
0012345-12.2024.1.12.0569;;;;Fulano(a) 1598;347394;0;0.0;;;18/02/2021 10:23;;;;;;UF;;;;;;;;;;;;2407.0;;18/02/2021 10:23
0012345-12.2024.1.12.0570;10/10/2018 00:00;Direito Família;;Fulano(a) 1243;301340;0;6924.0;;;12/06/2018 13:47;Ação de Alimentos;Arquivo Morto;Procedência Provável;Alimentos;Vara da Família e Sucessões;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;12/06/2018 00:00;EXONERAÇÃO DE PENSÃO;;;;;;1501.0;;02/12/2019 13:49
0012345-12.2024.1.12.0571;19/03/1998 00:00;Direito Cível;;Fulano(a) 1280;301340;0;0.0;;;19/03/2018 15:26;;;Indefinido;Expurgos do FGTS;Vara Federal;MG;Belo Horizonte;Autor;Justiça Federal;Conhecimento;;EXPURGOS PLANO COLLOR;;;;;;1427.0;;13/12/2019 09:48
0012345-12.2024.1.12.0572;24/10/2017 00:00;Direito Cível;;Fulano(a) 987;301340;0;10000.0;;;04/09/2017 15:03;Indenização;Mesa Administração 02;Procedência Parcial Provável;Indenização;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;04/09/2017 00:00;INDENIZAÇÃO DANOS MORAIS / DECLARAÇÃO DE INEXISTENCIA DE DÉBITO COM PEDIDO DE ANTECIPAÇÃO DE TUTELA;;;;;;1279.0;;18/11/2020 23:22
0012345-12.2024.1.12.0573;;;;Fulano(a) 858;347394;0;0.0;;;27/01/2021 18:55;;;;;;UF;;;;;;;;;;;;2392.0;;27/01/2021 18:55
0012345-12.2024.1.12.0574;07/05/2019 00:00;Direito Cível;;Fulano(a) 930;301340;0;13331.16;;;11/07/2019 11:08;Exoneração de Alimentos;Arquivo Morto;Procedência Parcial Provável;Exoneração de Alimentos;Vara da Família e Sucessões;MG;Ipatinga;Réu;Justiça Estadual;Arquivado;11/07/2019 00:00;ACORDO NOS AUTOS 5004576-81.2019.8.13.0313;;;;;;1881.0;;01/10/2019 17:22
0012345-12.2024.1.12.0575;02/03/2017 00:00;Direito Previdenciário;;Fulano(a) 1551;302720;0;62277.84;;;14/03/2017 13:43;Agravo de Instrumento;Mesa Administração 01;Procedência Provável;Aposentadoria Especial;;MG;Brasília;Agravante;Justiça Federal;Instrução;02/07/2015 00:00;AGRAVO DE INSTRUMENTO;;;;;;1112.0;;19/02/2021 15:30
0012345-12.2024.1.12.0576;26/04/2017 00:00;Direito Cível;;Fulano(a) 101;301340;0;25417.22;;;30/06/2016 16:55;Cobrança;Mesa Administração 01;Procedência Parcial Provável;Cobrança de Retroativo do INSS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;30/06/2016 00:00;;;;;;;953.0;;07/02/2022 15:10
0012345-12.2024.1.12.0577;;;;Fulano(a) 16;347394;0;0.0;;;17/01/2022 13:43;;;;;;UF;;;;;;;;;;;;2686.0;;17/01/2022 13:43
0012345-12.2024.1.12.0578;;;;Fulano(a) 1501;347394;0;0.0;;;11/08/2020 14:04;;;;;;UF;;;;;;;;;;;;2282.0;;11/08/2020 14:04
0012345-12.2024.1.12.0579;01/12/2017 00:00;Direito Previdenciário;;Fulano(a) 707;301340;0;79689.2;;;14/07/2016 10:49;Aposentadoria;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;14/07/2016 00:00;APOSENTADORIA ESPECIAL;;;;;;961.0;;06/02/2020 11:09
0012345-12.2024.1.12.0580;14/11/2018 00:00;Direito Tributário;;Fulano(a) 1080;301340;0;20000.0;;;12/01/2018 09:31;Repetição de Indébito;Mesa Recepção;Procedência Parcial Provável;Repetição de Indébito;Juizado Especial Federal;;Ipatinga;Autor;Justiça Federal;Instrução;10/01/2018 00:00;REPETIÇÃO INDEBITO IR SOBRE AUXILIO ALMOÇO - PETROBRÁS;;;;;;1386.0;;27/01/2022 15:09
0012345-12.2024.1.12.0581;;;;Fulano(a) 24;347394;0;0.0;;;16/07/2019 13:33;;;;;;UF;;;;;;;;;;;;1892.0;;16/07/2019 13:33
0012345-12.2024.1.12.0582;04/08/2017 00:00;Direito Previdenciário;;Fulano(a) 1725;301340;0;58900.0;;;05/07/2017 10:49;Aposentadoria;Mesa Administração 02;Procedência Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;05/07/2017 00:00;APOSENTADORIA ESPECIAL;;;;;;1219.0;;10/02/2022 15:28
0012345-12.2024.1.12.0583;08/11/2017 00:00;Direito do Trabalho;;Fulano(a) 1179;301340;0;100000.0;;;26/10/2017 10:01;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;26/10/2017 00:00;RECLAMATORIA TRABALHISTA GERAL;;;;;;1321.0;;26/11/2021 17:46
0012345-12.2024.1.12.0584;10/10/2018 00:00;Direito Família;;Fulano(a) 1020;301340;0;1200.0;;;03/05/2017 11:28;Alvará Judicial;Arquivo Morto;Procedência Provável;Alvará Judicial;Vara da Família e Sucessões;MG;Ipatinga;Requerente;Justiça Estadual;Arquivado;03/05/2017 00:00;ALVARA - VALORES RETIDOS NA COOPECO - APROXIMADAMENTE R$ 1.200,00;;;;;;1172.0;;02/07/2020 14:35
0012345-12.2024.1.12.0585;;;;Fulano(a) 1378;347394;0;0.0;;;17/07/2019 15:10;;;;;;UF;;;;;;;;;;;;1893.0;;17/07/2019 15:10
0012345-12.2024.1.12.0586;;;;Fulano(a) 1342;347394;0;0.0;;;07/08/2019 11:33;;;;;;UF;;;;;;;;;;;;1930.0;;07/08/2019 11:33
0012345-12.2024.1.12.0587;;;;Fulano(a) 1377;347394;0;0.0;;;02/09/2019 17:00;;;;;;UF;;;;;;;;;;;;1974.0;;02/09/2019 17:00
0012345-12.2024.1.12.0588;;;;Fulano(a) 1379;347394;0;0.0;;;19/09/2019 09:28;;;;;;UF;;;;;;;;;;;;1994.0;;19/09/2019 09:28
0012345-12.2024.1.12.0589;18/08/2015 00:00;Direito Cível;;Fulano(a) 1280;301340;0;10016.52;;;23/03/2015 14:30;Prestação de Contas;Arquivo Morto;Procedência Provável;Prestação de Contas;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;23/03/2015 00:00;;;;;;;679.0;;16/07/2019 10:58
0012345-12.2024.1.12.0590;28/04/2006 00:00;Direito Previdenciário;;Fulano(a) 1280;301340;0;0.0;;;06/10/2014 13:33;Restituição de quantia paga;Arquivo Morto;Indefinido;Restituição de quantia paga;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Execução;;;;;;;;596.0;;25/07/2019 09:46
0012345-12.2024.1.12.0591;;Direito Previdenciário;;Fulano(a) 1737;301340;0;0.0;;;17/11/2016 09:32;Aposentadoria Especial;Arquivo Morto;Procedência Provável;Aposentadoria Especial;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Arquivado;10/04/2017 00:00;APOSENTADORIA ESPECIAL - PEDIDO ADMINISTRATIVO NO INSS DE IPATINGA;;;;;;1040.0;;17/01/2022 13:42
0012345-12.2024.1.12.0592;26/04/2016 00:00;Direito do Trabalho;;Fulano(a) 933;301340;0;43736.8;;;10/12/2015 10:36;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;10/12/2015 00:00;;;;;;;852.0;;01/10/2019 17:21
0012345-12.2024.1.12.0593;06/07/2017 00:00;Direito Previdenciário;;Fulano(a) 1119;301340;0;67464.0;;;04/04/2017 16:41;Aposentadoria;Mesa Administração 02;Procedência Provável;Aposentadoria por Tempo de Contribuição;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;04/04/2017 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUICAO;;;;;;1142.0;;23/11/2020 12:03
0012345-12.2024.1.12.0594;20/01/2021 00:00;Direito Cível;;Fulano(a) 210;559945;0;1591.31;;;27/01/2021 09:45;Cumprimento de sentença;Mesa Recepção;Procedência Parcial Provável;Cumprimento de sentença;Vara da Fazenda Pública;MG;Ipatinga;Exequente;Justiça Estadual;Execução;;;;;;;;2391.0;;27/09/2021 18:02
0012345-12.2024.1.12.0595;;;;Fulano(a) 1575;347394;0;0.0;;;14/01/2021 13:34;;;;;;UF;;;;;;;;;;;;2374.0;;14/01/2021 13:34
0012345-12.2024.1.12.0596;;Direito Previdenciário;;Fulano(a) 1261;301340;0;0.0;;;18/10/2017 15:28;Aposentadoria Especial;Arquivo Morto;Procedência Provável;Aposentadoria Especial;Instituto Nacional de Seguro Social;MG;Ipatinga;Recorrente;Administrativo;Arquivado;18/10/2017 00:00;APOSENTADORIA ESPECIAL;;;;;;1316.0;;03/09/2019 11:47
0012345-12.2024.1.12.0597;09/12/2015 00:00;Direito do Trabalho;;Fulano(a) 1261;301340;0;10000.0;;;27/08/2015 10:58;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;27/08/2015 00:00;;;;;;;766.0;;03/09/2019 11:48
0012345-12.2024.1.12.0598;;;;Fulano(a) 1500;347394;0;0.0;;;11/08/2020 14:13;;;;;;UF;;;;;;;;;;;;2283.0;;11/08/2020 14:13
0012345-12.2024.1.12.0599;;;;Fulano(a) 1284;347394;0;0.0;;;27/06/2019 09:37;;;;;;UF;;;;;;;;;;;;1860.0;;27/06/2019 09:37
0012345-12.2024.1.12.0600;;;;Fulano(a) 144;347394;0;0.0;;;18/07/2019 14:23;;;;;;UF;;;;;;;;;;;;1896.0;;18/07/2019 14:23
0012345-12.2024.1.12.0601;;;;Fulano(a) 443;301340;0;0.0;;;02/07/2020 15:07;;;;;;UF;;;;;;;;;;;;2247.0;;
0012345-12.2024.1.12.0602;;;;Fulano(a) 1257;347394;0;0.0;;;18/07/2019 15:00;;;;;;UF;;;;;;;;;;;;1897.0;;18/07/2019 15:00
0012345-12.2024.1.12.0603;;Direito Cível;;Fulano(a) 117;559945;0;0.0;;;20/11/2018 14:45;Execução de Título Extrajudicial;Mesa Administração 02;Procedência Parcial Provável;Execução de título;vara cível;PR;Jaguariaíva;Autor;Justiça Estadual;Instrução;;;;;;;;1664.0;;03/08/2020 14:00
0012345-12.2024.1.12.0604;25/06/2018 00:00;Direito do Trabalho;;Fulano(a) 1043;301340;0;200538.59;;;07/06/2018 19:05;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;05/03/2018 00:00;;;;;;;1497.0;;14/08/2019 17:52
0012345-12.2024.1.12.0605;08/11/2017 00:00;Direito do Trabalho;;Fulano(a) 1118;301340;0;10000.0;;;27/10/2017 14:17;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;27/10/2017 00:00;REVISÃO DE PPP;;;;;;1329.0;;09/02/2022 09:53
0012345-12.2024.1.12.0606;;;;Fulano(a) 1448;347394;0;0.0;;;27/06/2019 14:07;;;;;;UF;;;;;;;;;;;;1862.0;;27/06/2019 14:07
0012345-12.2024.1.12.0607;09/11/2017 00:00;Direito do Trabalho;;Fulano(a) 356;301340;0;100000.0;;;01/11/2017 15:01;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;01/11/2017 00:00;RECLAMATORIA USIMINAS;;;;;;1337.0;;24/08/2021 08:42
0012345-12.2024.1.12.0608;;;;Fulano(a) 1009;559945;0;0.0;;;03/09/2019 15:57;;;;;;;;;;;;;;;;;;1976.0;;03/09/2019 15:57
0012345-12.2024.1.12.0609;01/10/2014 00:00;Direito Previdenciário;;Fulano(a) 356;301340;0;0.0;;;18/09/2014 10:53;Aposentadoria;;Procedência Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Impetrante;Justiça Federal;Instrução;18/09/2014 00:00;;;;;;;584.0;;24/08/2021 08:43
0012345-12.2024.1.12.0610;;;;Fulano(a) 1353;347394;0;0.0;;;12/08/2019 11:51;;;;;;UF;;;;;;;;;;;;1935.0;;12/08/2019 11:51
0012345-12.2024.1.12.0611;;;;Fulano(a) 1259;347394;0;0.0;;;18/07/2019 18:44;;;;;;UF;;;;;;;;;;;;1901.0;;18/07/2019 18:44
0012345-12.2024.1.12.0612;;;;Fulano(a) 1290;347394;0;0.0;;;27/06/2019 17:25;;;;;;UF;;;;;;;;;;;;1866.0;;27/06/2019 17:25
0012345-12.2024.1.12.0613;;;;Fulano(a) 1414;347394;0;0.0;;;27/11/2019 16:00;;;;;;UF;;;;;;;;;;;;2083.0;;27/11/2019 16:00
0012345-12.2024.1.12.0614;;;;Fulano(a) 1549;301340;0;0.0;;;27/06/2019 17:50;;;;;;;;;Justiça Federal;;;CUMPRIMENTO DE SENTENÇA - RETROATIVO INSS - DATA DE IMPETRAÇÃO A DIP;;;;;;1867.0;;05/05/2021 15:34
0012345-12.2024.1.12.0615;27/08/2019 00:00;Direito Previdenciário;;Fulano(a) 1242;559945;0;0.0;;;16/09/2019 17:45;Precatório;Mesa Recepção;Procedência Parcial Provável;Precatório;;;;Requerente;Justiça Federal;;;;;;;;;1990.0;;28/07/2021 16:21
0012345-12.2024.1.12.0616;05/11/2018 00:00;Direito do Trabalho;;Fulano(a) 71;301340;0;526748.27;;;28/02/2018 10:52;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;28/02/2018 00:00;;;;;;;1407.0;;03/05/2021 15:47
0012345-12.2024.1.12.0617;;;;Fulano(a) 1503;347394;0;0.0;;;04/08/2020 09:56;;;;;;UF;;;;;;;;;;;;2273.0;;04/08/2020 09:56
0012345-12.2024.1.12.0618;27/09/2011 00:00;Direito Cível;;Fulano(a) 1114;302720;0;20054.08;;;13/12/2012 11:03;Ação Revisional de Contrato;Arquivo Morto;;Ação Revisional de Contrato;2ª Vara Cível comarca de Ipatinga/MG;MG;Ipatinga;Autor;Justiça Estadual;Arquivado;27/09/2011 00:00;;;;;;;177.0;;01/10/2019 17:22
0012345-12.2024.1.12.0619;;;;Fulano(a) 1321;347394;0;0.0;;;13/08/2019 11:06;;;;;;UF;;;;;;;;;;;;1937.0;;13/08/2019 11:06
0012345-12.2024.1.12.0620;;Direito Previdenciário;;Fulano(a) 1242;559945;0;0.0;;;16/09/2019 17:40;Precatório;Mesa Recepção;Procedência Parcial Provável;Precatório;;;;Requerente;Justiça Federal;Execução;;;;;;;;1989.0;;17/09/2019 09:40
0012345-12.2024.1.12.0621;05/05/2017 00:00;Direito do Trabalho;;Fulano(a) 377;301340;0;337673.0;;;01/12/2016 17:50;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;01/12/2016 00:00;RECLAMATÓRIA TRABALHISTA  COM PEDIDO DE ANTECIPAÇÃO DE TUTELA .;;;;;;1049.0;;13/01/2022 15:12
0012345-12.2024.1.12.0622;;Direito Previdenciário;;Fulano(a) 1321;301340;0;0.0;;;22/08/2019 11:37;Requerimento Administrativo;Arquivo Morto;Procedência Provável;Pensão por Morte;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Arquivado;22/08/2019 00:00;PENSÃO POR MORTE;;;;;;1948.0;;05/08/2020 14:30
0012345-12.2024.1.12.0623;;;;Fulano(a) 1220;347394;0;0.0;;;13/08/2019 16:47;;;;;;UF;;;;;;;;;;;;1939.0;;13/08/2019 16:47
0012345-12.2024.1.12.0624;14/11/2013 00:00;Direito do Trabalho;;Fulano(a) 1535;301340;0;540000.0;;;01/11/2013 13:50;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;04/12/2012 00:00;;;;;;;340.0;;01/09/2021 16:42
0012345-12.2024.1.12.0625;;;;Fulano(a) 1643;347394;0;0.0;;;25/03/2021 17:30;;;;;;UF;;;;;;;;;;;;2453.0;;25/03/2021 17:30
